date,Risk-On,Risk-Off,Stagflation
2021-11-10,0.9732850699768126,0.026697872429892765,1.7057593297602456e-05
2021-11-11,0.9591631801328492,0.04080248769303212,3.433217412154219e-05
2021-11-12,0.9503466892644439,0.04961683865665483,3.6472078903915546e-05
2021-11-15,0.9472024149729592,0.052768548048478386,2.9036978565049994e-05
2021-11-16,0.9364715059020682,0.06349298816393845,3.550593399602521e-05
2021-11-17,0.9286441787717323,0.07132334507536879,3.247615290143348e-05
2021-11-18,0.9096497961493665,0.09030578522392875,4.441862670723668e-05
2021-11-19,0.8730001208908337,0.12692068102785323,7.919808131548636e-05
2021-11-22,0.8255320696169631,0.17434470909111344,0.00012322129192591255
2021-11-23,0.7556563809607297,0.2441428907237852,0.0002007283154873423
2021-11-24,0.6253924934772845,0.3741561904691294,0.00045131605358819833
2021-11-25,0.4501297636377402,0.548917055265986,0.0009531810962760724
2021-11-26,0.13936392502911926,0.8580025964099904,0.002633478560892552
2021-11-29,0.1446265241437373,0.8535451712598762,0.0018283045963888387
2021-11-30,0.18064766267934712,0.8183070677177849,0.0010452696028700119
2021-12-01,0.19988684434614237,0.799456271018686,0.0006568846351738386
2021-12-02,0.2154013896720845,0.784172664649396,0.00042594567852158153
2021-12-03,0.21692532623505636,0.7827319392176194,0.00034273454732647725
2021-12-06,0.20528113651469948,0.7943525719920234,0.0003662914932791764
2021-12-07,0.17386711845777328,0.8255885414887396,0.0005443400534890315
2021-12-08,0.3277776458444048,0.6719545027144989,0.0002678514410984537
2021-12-09,0.4615980244173512,0.5382608903439491,0.00014108523870167732
2021-12-10,0.5411951722263324,0.45871631479873465,8.851297493482727e-05
2021-12-13,0.5976979596293794,0.4022379369557461,6.410341487648273e-05
2021-12-14,0.6285597055236776,0.3713836502207812,5.664425554338399e-05
2021-12-15,0.6377684812739066,0.3621677797273892,6.373899870618372e-05
2021-12-17,0.6305103242479336,0.3693999843530025,8.969139906618693e-05
2021-12-20,0.6152945707565022,0.3845753198865968,0.00013010935690323266
2021-12-21,0.6351234557840674,0.36477146702920765,0.00010507718672704818
2021-12-22,0.6720248144664077,0.32790382131749546,7.136421609909823e-05
2021-12-23,0.6862365362285996,0.31370069708291853,6.2766688484081e-05
2021-12-24,0.6848044066303978,0.3151253622063973,7.023116320706921e-05
2021-12-28,0.6666751784642622,0.333221039172706,0.00010378236303419273
2021-12-29,0.6528159273264189,0.34707272459099403,0.00011134808258923338
2021-12-30,0.6371373063632468,0.36275092478633947,0.00011176885041584857
2021-12-31,0.6069985032950762,0.392868389256003,0.00013310744892298715
2022-01-03,0.5459249363783543,0.4538526217899369,0.00022244183171098056
2022-01-04,0.43017125304387943,0.569334459132979,0.000494287823143846
2022-01-05,0.4079167488307982,0.591722330429663,0.00036092073954097445
2022-01-06,0.3571778201873019,0.6424400521019166,0.00038212771078400957
2022-01-07,0.3380014602734185,0.6616813719023316,0.0003171678242525515
2022-01-10,0.29581964093567037,0.7038032806208915,0.0003770784434409435
2022-01-11,0.2165735132407179,0.7827660635425711,0.0006604232167138064
2022-01-12,0.06647795917388195,0.9319140527047041,0.0016079881214166709
2022-01-13,0.07082043967973901,0.9280753767026161,0.0011041836176477462
2022-01-14,0.06378826406749398,0.9352651448145064,0.0009465911180023695
